bench, mem, temp, row_size, row_count, col_width, cycles, res.l1_references, res.l1_refills, res.l2_references, res.l2_refills, res.inst_retired
q1, d, -, 0, 512, 65536, 8, 5320431
q1,  r,  c,  0,  512, 65536,  8, 1465305
q1, d, -, 0, 512, 65536, 8, 5227880
q1,  r,  c,  0,  512, 65536,  8, 1471202
q1, d, -, 0, 512, 65536, 8, 4654065
q1,  r,  c,  0,  512, 65536,  8, 1491995
q1, d, -, 0, 512, 65536, 8, 5251276
q1,  r,  c,  0,  512, 65536,  8, 1461025
q1, d, -, 0, 512, 65536, 8, 5772414
q1,  r,  c,  0,  512, 65536,  8, 1457027
q1, d, -, 0, 512, 65536, 8, 5236012
q1,  r,  c,  0,  512, 65536,  8, 1460368
q1, d, -, 0, 512, 65536, 8, 5163809
q1,  r,  c,  0,  512, 65536,  8, 1460220
q1, d, -, 0, 512, 65536, 8, 4246870
q1,  r,  c,  0,  512, 65536,  8, 1512685
q1, d, -, 0, 512, 65536, 8, 5261213
q1,  r,  c,  0,  512, 65536,  8, 1456086
q1, d, -, 0, 512, 65536, 8, 5013109
q1,  r,  c,  0,  512, 65536,  8, 1455750
q1, d, -, 0, 512, 131072, 8, 11271201
q1,  r,  c,  0,  512, 131072,  8, 2929493
q1, d, -, 0, 512, 131072, 8, 11305886
q1,  r,  c,  0,  512, 131072,  8, 2916112
q1, d, -, 0, 512, 131072, 8, 10340256
q1,  r,  c,  0,  512, 131072,  8, 2946506
q1, d, -, 0, 512, 131072, 8, 8886004
q1,  r,  c,  0,  512, 131072,  8, 2917828
q1, d, -, 0, 512, 131072, 8, 11492175
q1,  r,  c,  0,  512, 131072,  8, 2949392
q1, d, -, 0, 512, 131072, 8, 10079326
q1,  r,  c,  0,  512, 131072,  8, 2911398
q1, d, -, 0, 512, 131072, 8, 10197841
q1,  r,  c,  0,  512, 131072,  8, 2924540
q1, d, -, 0, 512, 131072, 8, 10628708
q1,  r,  c,  0,  512, 131072,  8, 2909954
q1, d, -, 0, 512, 131072, 8, 11425862
q1,  r,  c,  0,  512, 131072,  8, 2977047
q1, d, -, 0, 512, 131072, 8, 10790738
q1,  r,  c,  0,  512, 131072,  8, 2911183
q1, d, -, 0, 512, 262144, 8, 20385292
q1,  r,  c,  0,  512, 262144,  8, 5837929
q1, d, -, 0, 512, 262144, 8, 22748659
q1,  r,  c,  0,  512, 262144,  8, 5837460
q1, d, -, 0, 512, 262144, 8, 21250791
q1,  r,  c,  0,  512, 262144,  8, 5854023
q1, d, -, 0, 512, 262144, 8, 22687380
q1,  r,  c,  0,  512, 262144,  8, 5851109
q1, d, -, 0, 512, 262144, 8, 23779579
q1,  r,  c,  0,  512, 262144,  8, 5872473
q1, d, -, 0, 512, 262144, 8, 20124657
q1,  r,  c,  0,  512, 262144,  8, 5865212
q1, d, -, 0, 512, 262144, 8, 22740302
q1,  r,  c,  0,  512, 262144,  8, 5883930
q1, d, -, 0, 512, 262144, 8, 20209459
q1,  r,  c,  0,  512, 262144,  8, 5857095
q1, d, -, 0, 512, 262144, 8, 21315872
q1,  r,  c,  0,  512, 262144,  8, 5838361
q1, d, -, 0, 512, 262144, 8, 17224721
q1,  r,  c,  0,  512, 262144,  8, 5860491
q1, d, -, 0, 512, 524288, 8, 35776083
q1,  r,  c,  0,  512, 524288,  8, 11744561
q1, d, -, 0, 512, 524288, 8, 39879343
q1,  r,  c,  0,  512, 524288,  8, 11665470
q1, d, -, 0, 512, 524288, 8, 46114872
q1,  r,  c,  0,  512, 524288,  8, 11771388
q1, d, -, 0, 512, 524288, 8, 40713995
q1,  r,  c,  0,  512, 524288,  8, 11775283
q1, d, -, 0, 512, 524288, 8, 40684087
q1,  r,  c,  0,  512, 524288,  8, 11707060
q1, d, -, 0, 512, 524288, 8, 40390327
q1,  r,  c,  0,  512, 524288,  8, 11718964
q1, d, -, 0, 512, 524288, 8, 48473002
q1,  r,  c,  0,  512, 524288,  8, 11648457
q1, d, -, 0, 512, 524288, 8, 45170733
q1,  r,  c,  0,  512, 524288,  8, 11729413
q1, d, -, 0, 512, 524288, 8, 42843755
q1,  r,  c,  0,  512, 524288,  8, 11741293
q1, d, -, 0, 512, 524288, 8, 34190559
q1,  r,  c,  0,  512, 524288,  8, 11694069
q1, d, -, 0, 512, 1048576, 8, 79929198
q1,  r,  c,  0,  512, 1048576,  8, 23474390
q1, d, -, 0, 512, 1048576, 8, 83304073
q1,  r,  c,  0,  512, 1048576,  8, 23545381
q1, d, -, 0, 512, 1048576, 8, 77671778
q1,  r,  c,  0,  512, 1048576,  8, 23415439
q1, d, -, 0, 512, 1048576, 8, 79278661
q1,  r,  c,  0,  512, 1048576,  8, 23452829
q1, d, -, 0, 512, 1048576, 8, 90542984
q1,  r,  c,  0,  512, 1048576,  8, 23527302
q1, d, -, 0, 512, 1048576, 8, 93045035
q1,  r,  c,  0,  512, 1048576,  8, 23387158
q1, d, -, 0, 512, 1048576, 8, 82281236
q1,  r,  c,  0,  512, 1048576,  8, 23389563
q1, d, -, 0, 512, 1048576, 8, 96735333
q1,  r,  c,  0,  512, 1048576,  8, 23437853
q1, d, -, 0, 512, 1048576, 8, 85415375
q1,  r,  c,  0,  512, 1048576,  8, 23406479
q1, d, -, 0, 512, 1048576, 8, 90851793
q1,  r,  c,  0,  512, 1048576,  8, 23411319
q1, c, -, 0, 512, 65536, 8, 1904338
q1, c, -, 0, 512, 65536, 8, 1958008
q1, c, -, 0, 512, 65536, 8, 1910683
q1, c, -, 0, 512, 65536, 8, 1906131
q1, c, -, 0, 512, 65536, 8, 1906718
q1, c, -, 0, 512, 65536, 8, 1908565
q1, c, -, 0, 512, 65536, 8, 1905700
q1, c, -, 0, 512, 65536, 8, 1908369
q1, c, -, 0, 512, 65536, 8, 1905901
q1, c, -, 0, 512, 65536, 8, 1905039
q1, c, -, 0, 512, 131072, 8, 3812020
q1, c, -, 0, 512, 131072, 8, 3810577
q1, c, -, 0, 512, 131072, 8, 3811945
q1, c, -, 0, 512, 131072, 8, 3815787
q1, c, -, 0, 512, 131072, 8, 3822216
q1, c, -, 0, 512, 131072, 8, 3812519
q1, c, -, 0, 512, 131072, 8, 3809263
q1, c, -, 0, 512, 131072, 8, 3820051
q1, c, -, 0, 512, 131072, 8, 3818556
q1, c, -, 0, 512, 131072, 8, 3812945
q1, c, -, 0, 512, 262144, 8, 7609905
q1, c, -, 0, 512, 262144, 8, 7635729
q1, c, -, 0, 512, 262144, 8, 7634048
q1, c, -, 0, 512, 262144, 8, 7630384
q1, c, -, 0, 512, 262144, 8, 7643770
q1, c, -, 0, 512, 262144, 8, 7626464
q1, c, -, 0, 512, 262144, 8, 7623286
q1, c, -, 0, 512, 262144, 8, 7613688
q1, c, -, 0, 512, 262144, 8, 7606205
q1, c, -, 0, 512, 262144, 8, 7631315
q1, c, -, 0, 512, 524288, 8, 15406606
q1, c, -, 0, 512, 524288, 8, 15226855
q1, c, -, 0, 512, 524288, 8, 15270064
q1, c, -, 0, 512, 524288, 8, 15194613
q1, c, -, 0, 512, 524288, 8, 15243573
q1, c, -, 0, 512, 524288, 8, 15216535
q1, c, -, 0, 512, 524288, 8, 15227000
q1, c, -, 0, 512, 524288, 8, 15251982
q1, c, -, 0, 512, 524288, 8, 15238166
q1, c, -, 0, 512, 524288, 8, 15234772
q1, c, -, 0, 512, 1048576, 8, 30399528
q1, c, -, 0, 512, 1048576, 8, 30477830
q1, c, -, 0, 512, 1048576, 8, 30521759
q1, c, -, 0, 512, 1048576, 8, 30377734
q1, c, -, 0, 512, 1048576, 8, 30387966
q1, c, -, 0, 512, 1048576, 8, 30525937
q1, c, -, 0, 512, 1048576, 8, 30514712
q1, c, -, 0, 512, 1048576, 8, 30511446
q1, c, -, 0, 512, 1048576, 8, 30558517
q1, c, -, 0, 512, 1048576, 8, 30363928
